Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,total_sf
11,6.249524177195631,0.0,0.0,0,2.548179654905168,1Fam,TA,No,16.22153904674349,0.0,Rec,Unf,0.42722528522284886,0.0,TA,19.06970530571344,Y,Norm,Norm,HdBoard,0.0,TA,TA,HdBoard,HdBoard,0,0,0.0,CBlock,0.8321829046077994,Typ,384.0,1.0890627205180412,TA,Unf,TA,Detchd,6.121312941006337e+31,7.504599116806966,0.0,GasA,Ex,1Story,0.4276556711882636,TA,Lvl,Gtl,18.937006057728127,Inside,17.838607502208507,Reg,0.0,2.1902643340464283,RL,0.0,None,0,0.0,1.6953859036126324,Sawyer,0.0,3.0118311801217788,3.766099831612094,Y,0.0,0,CompShg,Hip,Normal,7.735244438544805,WD,0.0,Pave,1.727812886552412,294.031401365519,0.0,2.1449692553522332e+71,1965,0.39192398040344234,33.32874832469401
12,6.352375731933735,4.538279190220361,0.0,0,3.2935193182798814,1Fam,TA,No,16.677885935707494,0.0,GLQ,Unf,0.42722528522284886,0.0,Ex,21.99810863387181,Y,Norm,Norm,Wd Shng,0.0,TA,Ex,WdShing,Wd Shng,0,Gd,0.8403785871569962,PConc,2.019170319210731,Typ,736.0,3.623283410533094,TA,Fin,TA,BuiltIn,7.480277875740309e+31,8.448528772074631,0.0,GasA,Ex,2Story,0.4276556711882636,Ex,Lvl,Gtl,19.163698469737454,Inside,20.076414438007273,IR1,0.0,2.660306576722585,RL,2.9442015192216693,Stone,0,0.0,4.9443778917414205,NridgHt,3.1914425754114735,3.0118311801217788,6.137983722012353,Y,0.0,0,CompShg,Hip,Partial,8.115876354423214,New,0.0,Pave,2.3630520641596235,323.63834421183583,4.103050012159834,3.3453277928716927e+71,2006,0.39192398039971665,39.97734808070479
13,6.143569325456709,0.0,0.0,0,1.7650104864604275,1Fam,TA,No,15.280311970936117,0.0,ALQ,Unf,0.42722528522284886,0.0,TA,21.870869574792323,Y,Norm,Norm,Plywood,0.0,TA,TA,HdBoard,Plywood,0,0,0.0,CBlock,0.8321829046077994,Typ,352.0,1.0890627205180412,TA,Unf,TA,Detchd,6.02896617074331e+31,7.352046844964062,0.0,GasA,TA,1Story,0.4276556711882636,TA,Lvl,Gtl,19.470526094598853,Inside,19.018691176257573,IR2,0.0,2.1902643340464283,RL,0.0,None,0,0.0,6.074699175978595,Sawyer,0.0,3.432458694905617,3.766099831612094,Y,0.0,0,CompShg,Hip,Normal,7.777874856329934,WD,0.45159759490779827,Pave,1.5577164004420747,265.1810653710126,4.070771626040403,2.0738952189674088e+71,1962,0.39192398040344234,31.819045173181117
14,6.539593362291663,0.0,0.0,0,2.548179654905168,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Gd,63.17484266553029,Y,Norm,Norm,VinylSd,0.0,TA,Gd,VinylSd,VinylSd,0,Gd,0.5835524580849324,PConc,1.4749742336210885,Typ,840.0,3.623283410533094,TA,RFn,TA,Attchd,7.517479404594237e+31,7.92772515879141,0.0,GasA,Ex,1Story,0.4276556711882636,Gd,Lvl,Gtl,18.756858049057897,Inside,20.923120946477216,IR1,0.0,2.1902643340464283,RL,2.959276106391764,Stone,0,0.0,5.51772110676961,CollgCr,3.657426205733302,3.0118311801217788,4.98997856802934,Y,0.0,0,CompShg,Gable,Partial,8.036499387520847,New,0.0,Pave,1.993644193879392,390.8649019619694,4.158834818474954,3.3823197141081233e+71,2007,0.3919239804015811,37.84006892737772
15,6.399120857124466,0.0,0.0,0,1.7650104864604275,1Fam,TA,No,15.256093336210114,0.0,BLQ,Unf,0.42722528522284886,0.0,TA,37.75046768433669,Y,Norm,Norm,MetalSd,0.7689269994310385,TA,TA,MetalSd,MetalSd,GdWo,Fa,0.5835524580849324,CBlock,0.8321829046077994,Typ,352.0,1.0890627205180412,TA,RFn,TA,Attchd,5.968099875690321e+31,7.721803880951844,0.3464595066427199,GasA,TA,1Story,0.4276556711882636,TA,Lvl,Gtl,18.845933651016036,Corner,19.89840595426732,IR1,0.0,2.1902643340464283,RL,2.8741720429209168,BrkFace,0,0.0,3.7371896122790496,NAmes,5.673370386673946,3.0118311801217788,4.389136929786331,Y,0.0,0,CompShg,Hip,Normal,7.812335471990629,WD,0.0,Pave,1.727812886552412,340.4062986216189,0.0,2.0277677229376706e+71,1960,0.39192398040344234,35.58331108469777
16,6.090402375903964,0.0,0.0,0,1.7650104864604275,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,47.54230156423645,Y,Norm,Norm,Wd Sdng,0.0,TA,TA,Wd Sdng,Wd Sdng,GdPrv,0,0.0,BrkTil,0.8321829046077994,Typ,576.0,2.3092667069338457,TA,Unf,TA,Detchd,6.976558167177304e+31,7.275895773560773,0.0,GasA,Ex,1.5Unf,0.4276556711882636,TA,Lvl,Gtl,16.847348196533776,Corner,14.680665523243363,Reg,0.0,2.5468760944034043,RM,0.0,None,0,0.0,4.9443778917414205,BrkSide,4.964910946019488,4.197445851601713,4.98997856802934,Y,0.0,0,CompShg,Gable,Normal,7.742950619585365,WD,0.0,Pave,1.727812886552412,246.70672994111567,3.3339084715168563,1.4266500779270274e+71,2001,0.3919239804015811,30.944881576824677
17,6.221144522670487,0.0,0.0,0,1.7650104864604275,1Fam,TA,No,14.227560400380021,0.0,ALQ,Unf,0.42722528522284886,0.0,TA,34.20549042499566,Y,Norm,Norm,Wd Sdng,0.0,TA,TA,Wd Sdng,Wd Sdng,0,TA,0.5835524580849324,CBlock,0.8321829046077994,Typ,480.0,2.3092667069338457,TA,Fin,TA,Attchd,6.278055072085796e+31,7.4636344727803365,0.0,GasA,Ex,1Story,0.4276556711882636,TA,Lvl,Gtl,18.9501764321487,CulDSac,14.927563198181002,IR1,0.0,2.1902643340464283,RL,2.8335581268744137,BrkFace,Shed,0.23492759114738662,2.4181870351377635,NAmes,0.0,3.826053740363643,4.389136929786331,Y,0.0,0,CompShg,Gable,Normal,7.791511130930609,WD,0.0,Pave,1.727812886552412,285.99905082086485,0.0,2.268621031678323e+71,1970,0.391923980407155,32.91749436603343
18,6.4261224452763885,0.0,0.0,0,1.7650104864604275,Duplex,0,0,0.0,0.0,Unf,Unf,0.0,0.0,0,0.0,Y,Norm,Norm,MetalSd,0.0,TA,TA,MetalSd,MetalSd,0,0,0.0,Slab,1.4749742336210885,Typ,516.0,2.3092667069338457,TA,Unf,TA,CarPort,6.183582300665032e+31,7.761237405094022,0.0,GasA,TA,1Story,0.5325633855187467,TA,Lvl,Gtl,18.80329591057043,Inside,18.148157794025728,Reg,0.0,2.808975718590137,RL,0.0,None,Shed,0.2349275911468113,6.617354676814278,Sawyer,0.0,3.0118311801217788,3.116090906356299,Y,0.0,0,CompShg,Gable,Normal,7.586409804916577,WD,0.0,Pave,1.8706432162326663,0.0,0.0,2.1936374153079894e+71,1967,0.39192398039971665,28.177885311616762
19,6.304810622951769,0.0,0.0,0,2.548179654905168,1Fam,TA,No,14.702177782395852,0.0,GLQ,Unf,0.42722528522284886,0.0,TA,35.83599375425663,Y,RRAe,Norm,VinylSd,0.0,TA,TA,VinylSd,VinylSd,0,0,0.0,PConc,0.8321829046077994,Typ,576.0,2.3092667069338457,TA,Unf,TA,Detchd,7.443242032808874e+31,7.58462218935182,0.3464595066427199,GasA,Ex,1Story,0.4276556711882636,Gd,Lvl,Gtl,19.67183690348016,Inside,17.207861615411062,Reg,0.0,2.1902643340464283,RL,0.0,None,0,0.0,4.35203639431899,SawyerW,4.862884890363553,3.0118311801217788,3.766099831612094,Y,0.0,0,CompShg,Gable,Normal,7.817363112363326,WD,0.0,Pave,1.8706432162326663,310.35687713222603,0.0,3.3087223033801713e+71,2004,0.39192398040344234,34.14475426805605
20,6.4522163886586394,0.0,0.0,0,2.548179654905168,1Fam,TA,No,13.659252639506295,0.0,LwQ,Unf,0.0,0.0,TA,37.92908166092718,Y,Norm,Norm,Plywood,0.0,TA,TA,BrkFace,Plywood,MnPrv,0,0.0,CBlock,0.8321829046077994,Min1,294.0,1.0890627205180412,TA,Unf,TA,Attchd,5.907786895336457e+31,7.799412385942232,0.0,GasA,TA,1Story,0.4276556711882636,TA,Lvl,Gtl,17.558315405210706,Inside,17.838607502208507,Reg,0.0,2.1902643340464283,RL,0.0,None,0,0.0,3.7371896122790496,NAmes,0.0,3.432458694905617,3.766099831612094,Y,0.0,0,CompShg,Hip,Abnorml,7.763718759321042,COD,0.0,Pave,1.8706432162326663,291.58354543222976,0.0,1.9826206870551354e+71,1965,0.3919239804053003,34.88351637769851
21,6.335917570450477,4.562974185207791,0.0,0,3.2935193182798814,1Fam,TA,Av,0.0,0.0,Unf,Unf,0.0,0.0,Ex,55.842485891838834,Y,Norm,Norm,VinylSd,0.0,TA,Gd,VinylSd,VinylSd,0,Gd,0.5835524580849324,PConc,2.019170319210731,Typ,853.0,3.623283410533094,TA,RFn,TA,BuiltIn,7.480277875740309e+31,8.474748228177772,0.3464595066427199,GasA,Ex,2Story,0.4276556711882636,Gd,Lvl,Gtl,19.81024763540056,Corner,22.282504502026942,IR1,0.0,2.660306576722585,RL,3.0058388406223795,BrkFace,0,0.0,7.147313640258938,NridgHt,5.314364230632875,3.0118311801217788,5.572065569480069,Y,0.0,0,CompShg,Gable,Partial,8.093838894755882,New,0.0,Pave,2.1977002072751826,319.95226700890254,4.420860236165294,3.3453277928716927e+71,2006,0.39192398039971665,40.115776504768625
22,6.300470961670454,0.0,0.0,Grvl,2.548179654905168,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,TA,41.7154699402008,Y,Norm,Norm,Wd Sdng,0.7690925621268427,TA,TA,Wd Sdng,Wd Sdng,GdPrv,Gd,0.5835524580849324,PConc,0.8321829046077994,Typ,280.0,1.0890627205180412,TA,Unf,TA,Attchd,5.1190552109819325e+31,7.578330313715019,0.0,GasA,Ex,1.5Unf,0.4276556711882636,Gd,Bnk,Gtl,17.507872750005554,Inside,15.725409321462413,Reg,0.0,2.5468760944034043,RM,0.0,None,0,0.0,4.35203639431899,IDOTRR,0.0,3.826053740363643,4.98997856802934,N,0.0,0,CompShg,Gable,Normal,7.764871281914445,WD,0.0,Pave,1.8706432162326663,199.9417805892745,0.0,1.4430502807288097e+71,1950,0.3919239804015811,31.324334380242874
23,6.68536211757977,0.0,0.0,0,2.548179654905168,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,68.69213009979792,Y,Norm,Norm,VinylSd,0.0,TA,Gd,VinylSd,VinylSd,0,Gd,0.5835524580849324,PConc,1.4749742336210885,Typ,534.0,2.3092667069338457,TA,RFn,TA,Attchd,7.3696647836355715e+31,8.1434526533028,0.0,GasA,Ex,1Story,0.4276556711882636,Gd,Lvl,Gtl,18.43923513744839,Inside,18.605630170269002,Reg,0.0,2.1902643340464283,RL,2.9402245548072115,BrkFace,0,0.0,6.074699175978595,CollgCr,5.349595610144397,3.0118311801217788,5.572065569480069,Y,0.0,0,CompShg,Hip,Normal,7.961852936827457,WD,0.0,Pave,1.993644193879392,447.9207893328477,4.202357471180594,3.2366552676675713e+71,2002,0.39192398040344234,40.26502272860969
24,6.264856577191746,0.0,0.0,0,2.548179654905168,TwnhsE,TA,No,15.8715652593137,0.0,GLQ,Unf,0.42722528522284886,0.0,Gd,23.40987005584452,Y,Norm,Norm,CmentBd,0.0,TA,TA,CemntBd,CmentBd,0,TA,0.5835524580849324,PConc,0.8321829046077994,Typ,572.0,2.3092667069338457,TA,Unf,TA,Attchd,6.470905496655618e+31,7.526762488287715,0.0,GasA,TA,1Story,0.4276556711882636,TA,Lvl,Gtl,15.648730290387173,Inside,13.39274843661845,Reg,0.0,2.9068533304217397,RM,0.0,None,0,0.0,4.35203639431899,MeadowV,4.945232903280236,3.826053740363643,3.766099831612094,Y,0.0,0,CompShg,Gable,Normal,7.736488141254557,WD,0.0,Pave,1.8706432162326663,294.031401365519,3.8450028025898173,2.4259935206978927e+71,1976,0.3919239804015811,33.44127049371235
25,6.264856577191746,0.0,0.0,0,2.548179654905168,1Fam,TA,Mn,10.053536297380298,0.6842494522314142,Rec,ALQ,0.42722528522284886,0.0,TA,23.64644852126132,Y,Norm,Norm,Plywood,0.0,Gd,TA,Plywood,Plywood,MnPrv,TA,0.5835524580849324,CBlock,0.8321829046077994,Typ,270.0,1.0890627205180412,TA,Unf,TA,Attchd,6.214930150702488e+31,7.526762488287715,0.0,GasA,Ex,1Story,0.4276556711882636,Gd,Lvl,Gtl,17.856601987211107,Inside,17.605644195532587,IR1,0.0,2.1902643340464283,RL,0.0,None,0,0.0,3.7371896122790496,Sawyer,4.7267964180774085,4.197445851601713,3.766099831612094,Y,0.0,0,CompShg,Gable,Normal,7.804663182143345,WD,0.0,Pave,1.8706432162326663,298.4677710724709,4.7485969494685225,2.218365073133169e+71,2001,0.391923980407155,33.55306921150644
26,6.5941263930528935,0.0,0.0,0,2.548179654905168,1Fam,TA,No,0.0,0.0,Unf,Unf,0.0,0.0,Gd,64.62783922889237,Y,Norm,Norm,VinylSd,0.0,TA,Gd,VinylSd,VinylSd,0,Gd,0.5835524580849324,PConc,1.4749742336210885,Typ,890.0,3.623283410533094,TA,RFn,TA,Attchd,7.554847277485489e+31,8.008185000131634,0.0,GasA,Ex,1Story,0.4276556711882636,Gd,Lvl,Gtl,19.81417503921386,Corner,23.456974195593148,Reg,0.0,2.1902643340464283,RL,3.107725951795511,Stone,0,0.0,4.9443778917414205,NridgHt,4.215958426870019,3.0118311801217788,5.572065569480069,Y,0.0,0,CompShg,Gable,Normal,8.003453585210563,WD,0.0,Pave,1.993644193879392,405.58728994238,0.0,3.4197019509212003e+71,2007,0.3919239804053003,38.61083051114921
27,6.132860619286092,0.0,0.0,0,2.548179654905168,1Fam,TA,Mn,10.785016347981825,0.6842194267019409,BLQ,Rec,0.0,0.04214012722332549,TA,22.18754881828838,Y,Norm,Norm,Wd Sdng,0.0,TA,TA,Wd Sdng,Wd Sdng,0,0,0.0,CBlock,0.8321829046077994,Typ,576.0,2.3092667069338457,TA,Unf,TA,Detchd,7.480277875740309e+31,7.336687454789724,0.0,GasA,TA,1Story,0.4276556711882636,Gd,Lvl,Gtl,17.392316253464433,Corner,16.23003912429951,Reg,0.0,2.1902643340464283,RL,0.0,None,0,0.0,3.7371896122790496,NAmes,3.6253368250920786,3.826053740363643,3.766099831612094,Y,0.0,0,CompShg,Gable,Normal,7.751397065724011,WD,0.0,Pave,1.727812886552412,262.43298495892157,4.371107008501354,1.8320437363118606e+71,2000,0.391923980407155,31.670314293347666
28,6.64412667180213,0.0,0.0,0,2.548179654905168,1Fam,TA,No,17.65006098864955,0.0,GLQ,Unf,0.42722528522284886,0.0,Ex,36.51091664770236,Y,Norm,Norm,VinylSd,0.0,TA,Gd,VinylSd,VinylSd,0,Gd,0.5835524580849324,PConc,1.4749742336210885,Typ,772.0,3.623283410533094,TA,RFn,TA,Attchd,7.59238215481308e+31,8.082214285451089,0.0,GasA,Ex,1Story,0.4276556711882636,Gd,Lvl,Gtl,19.02550565170666,Inside,21.88104976755609,Reg,0.0,2.1902643340464283,RL,2.859904401833805,Stone,0,0.0,3.7371896122790496,NridgHt,4.095223794005552,3.0118311801217788,5.572065569480069,Y,0.0,0,CompShg,Gable,Normal,8.070808276225867,WD,0.0,Pave,1.993644193879392,433.40445858540676,0.0,3.4197019509212003e+71,2008,0.391923980407155,39.612989420317504
29,6.5941263930528935,0.0,0.0,0,1.7650104864604275,1Fam,TA,Gd,17.887438376912577,0.0,BLQ,Unf,0.42722528522284886,0.0,TA,23.8222743463033,Y,Norm,Norm,MetalSd,0.0,TA,TA,MetalSd,MetalSd,0,Gd,0.8403785871569962,CBlock,0.8321829046077994,Typ,319.0,1.0890627205180412,TA,RFn,TA,Attchd,5.877836499186413e+31,8.008185000131634,0.0,GasA,TA,1Story,0.4276556711882636,TA,Lvl,Gtl,20.329595150269842,CulDSac,13.954702243945539,IR1,0.0,2.1902643340464283,RL,0.0,None,0,0.0,7.6658980544332795,NAmes,5.886917406331183,3.432458694905617,3.766099831612094,Y,0.0,0,CompShg,Gable,Normal,7.92197340426135,WD,0.0,Pave,1.8706432162326663,388.80812563821166,4.536049180532607,1.960408616965557e+71,1997,0.39192398039971665,38.25950822764465
